Name,Northing,Easting,Elevation,Description
1739,59802.55062,60463.35268,605.2824283,xsR3po
1740,59800.94706,60463.5218,605.4751933,xsR3po
1741,59798.37834,60464.75873,605.6483773,xsR3po
1742,59795.20523,60465.8464,606.0158223,xsR3po
1743,59793.21664,60466.82794,605.9915943,xsR3po
1744,59792.06514,60467.51546,605.9012433,xsR3po
1745,59791.9276,60467.49724,605.9903303,xsR3po-rbp
1746,59806.61026,60441.92072,596.9009133,proR3-po
1747,59808.47957,60449.94741,596.7679473,proR3-po
1748,59811.41843,60455.01118,597.0372843,proR3-po
1749,59812.21942,60458.25582,597.4504283,proR3-po-xsp
1750,59817.56632,60465.49606,596.6071743,proR3-po
1751,59820.35064,60472.33048,597.1612993,proR3-po
1752,59827.05644,60480.14624,596.9214423,proR3-po
1753,59833.05074,60484.30465,596.7728993,proR3-po
1754,59839.38775,60488.24657,596.4429503,proR3-po
1755,59846.38924,60493.32327,596.0509353,proR3-po
1756,59855.40161,60497.71568,596.0334093,proR3-po
1757,59866.53444,60501.50241,596.1969873,proR3-po
1758,59877.79189,60506.3888,596.5490783,proR3-po
1759,59889.89311,60501.46074,595.7190123,proR3-po
1760,59901.08458,60505.85477,596.8406653,proR3-po
1761,59914.40344,60514.6941,597.6472103,proR3-po
1762,59928.14565,60520.88002,597.9441033,proR3-epo
1763,59928.47258,60520.59944,600.4952883,proR3-ws
1764,59940.00673,60523.68882,598.6224043,proR3-thw
1765,59954.66472,60530.4901,598.9109003,proR3-thw
1766,59963.1841,60531.94497,599.6046653,proR3-bri
1767,59962.9708,60531.72784,600.4429703,proR3-ws
1768,59956.31124,60544.04927,602.3481393,proR3-bkf
1769,59950.28918,60552.82735,605.8733473,proR3-tob
1770,59974.68143,60536.4283,599.3779293,proR3-ri
1771,59987.76135,60537.40222,599.2374993,proR3-ri
1772,59999.48038,60539.64133,599.2960233,proR3-ri
1773,60013.24285,60539.45261,598.8748453,proR3-ri
1774,60026.53925,60541.49223,598.9728453,proR3-ri
1775,60037.96522,60544.81392,598.7456763,proR3-ri
1776,60052.83822,60546.05365,598.5809593,proR3-ri
1777,60062.3879,60549.93547,598.4971583,proR3-ri
1778,60062.50117,60549.80278,599.9503833,proR3-ws
1779,60073.89674,60550.71352,598.7105573,proR3-ri
1780,60087.96667,60554.94438,599.0011653,proR3-ri
1781,60100.13977,60555.40149,598.8030043,proR3-ri
1782,60113.45732,60557.93021,598.6706233,proR3-ri
1783,60124.45339,60561.55201,598.4419863,proR3-ri
1784,60132.66975,60567.29278,598.2688983,proR3-ri
1785,60138.2577,60568.56905,598.2671133,proR3-eri
1786,60138.49451,60568.41613,599.6443873,proR3-ws
1787,60143.53181,60541.13414,601.7014173,proR3-bkf
1788,60143.06092,60540.49269,603.4275833,proR3-tob
1789,60151.86101,60541.20785,601.6214313,R3epin
1790,80000,80000,605.139108,env1790
1791,79898.65996,79900.22871,616.407225,env1791
1792,79898.69288,79900.36843,616.390445,xsR3sup-lbp-bent
1793,79898.79373,79900.41837,616.121995,xsR3sup
1794,79899.79058,79901.22504,615.74228,xsR3sup
1795,79902.03905,79903.10741,615.081982,xsR3sup
1796,79904.32434,79905.14914,614.536891,xsR3sup
1797,79904.31439,79905.13927,614.537238,xsR3sup
1798,79908.77012,79909.01299,613.388173,xsR3sup
1799,79911.06892,79910.84178,612.58121,xsR3sup
1800,79913.37428,79912.62765,611.812958,xsR3sup
1801,79915.8041,79914.72276,610.621949,xsR3sup
1802,79918.16482,79916.38883,609.779809,xsR3sup
1803,79920.59906,79917.96908,608.607608,xsR3sup
1804,79921.90407,79919.00988,607.808896,xsR3sup
1805,79922.52702,79920.25851,606.911945,xsR3sup
1806,79924.47701,79921.57703,605.543671,xsR3sup
1807,79925.74471,79922.67913,604.387958,xsR3sup
1808,79927.22646,79923.34315,603.378062,xsR3sup
1809,79928.48866,79924.83562,602.070272,xsR3sup
1810,79929.15519,79926.15448,601.314484,xsR3sup
1811,79929.4793,79926.85732,601.01886,xsR3sup
1812,79929.87156,79927.10025,600.554947,xsR3sup
1813,79930.37977,79927.31251,600.879102,xsR3sup
1814,79930.90378,79927.67383,600.809157,xsR3sup
1815,79931.28189,79927.9592,600.024844,xsR3sup-ws
1816,79932.29458,79928.43266,599.42233,xsR3sup
1817,79932.20246,79928.61727,598.606698,xsR3sup
1818,79932.87861,79928.999,595.640801,xsR3sup
1819,79934.12788,79929.54792,595.382749,xsR3sup
1820,79935.51202,79930.14421,595.072124,xsR3sup
1821,79936.07165,79931.11784,594.55604,xsR3sup
1822,79937.22018,79931.85815,594.667555,xsR3sup
1823,79938.40518,79932.49573,593.24719,xsR3sup
1824,79939.90518,79934.02153,594.363238,xsR3sup
1825,79941.88736,79935.67539,595.582866,xsR3sup
1826,79944.07197,79937.4271,596.801583,xsR3sup
1827,79946.56892,79939.77969,598.156788,xsR3sup
1828,79948.12306,79941.26455,598.959141,xsR3sup
1829,79950.40583,79943.06556,599.224749,xsR3sup
1830,79953.28797,79945.20131,599.661848,xsR3sup
1831,79955.66141,79947.25336,599.780494,xsR3sup
1832,79958.47994,79949.34656,599.981305,xsR3sup
1833,79959.54031,79950.46409,600.109275,xsR3sup
1834,79962.47042,79952.52614,600.437068,xsR3sup
1835,79964.91257,79954.59804,600.536883,xsR3sup
1836,79967.13979,79956.39519,600.848425,xsR3sup
1837,79969.45536,79958.07739,600.94812,xsR3sup
1838,79972.18611,79959.92923,600.734228,xsR3sup
1839,79974.50478,79961.70517,600.827942,xsR3sup
1840,79975.92618,79963.00223,600.891036,xsR3sup
1841,79977.6495,79964.49003,601.248634,xsR3sup-bkf
1842,79979.43913,79965.78469,601.49919,xsR3sup
1843,79980.4534,79966.69951,601.966123,xsR3sup
1844,79983.02057,79968.81073,602.388405,xsR3sup
1845,79984.82863,79970.54399,602.752762,xsR3sup
1846,79986.49066,79971.97311,603.116398,xsR3sup
1847,79987.89705,79972.95122,603.92923,xsR3sup
1848,79989.45742,79974.40944,604.464614,xsR3sup
1849,79991.76126,79976.15931,604.666174,xsR3sup
1850,79993.91389,79978.24839,604.848245,xsR3sup
1851,79995.74941,79980.03677,604.946525,xsR3sup
1852,79998.15789,79982.21806,604.925696,xsR3sup
1853,80000.41407,79984.22549,604.884366,xsR3sup
1854,80002.68724,79986.38865,604.957196,xsR3sup
1855,80004.88993,79988.48007,604.996499,xsR3sup
1856,80006.95699,79990.3894,605.005394,xsR3sup
1857,80009.40288,79992.48654,605.162026,xsR3sup
1858,80011.47357,79994.30441,605.101521,xsR3sup
1859,80013.92632,79996.54191,605.038367,xsR3sup
1860,80016.01995,79998.27595,605.0084,xsR3sup
1861,80018.13511,79999.87911,605.052996,xsR3sup
1862,80019.49938,80000.82987,605.127355,xsR3sup
1863,80019.64351,80000.83572,605.15,xsR3sup-rbp
1864,80000,80000,612.3592816,env1864
1865,79850.92243,79853.23017,615.6383036,R2bpin
1866,79841.45077,79873.85528,611.5619756,proR2-thw
1867,79842.13736,79873.63862,612.4041646,proR2-ws
1868,79843.70384,79857.29161,614.0755896,proR2-bkf
1869,79843.45781,79853.94104,615.6765096,proR2-tob
1870,79854.4466,79876.56649,611.4599386,proR2-thw
1871,79873.08315,79880.72323,611.6466846,proR2-thw
1872,79887.8588,79886.12629,611.8443606,proR2-thw
1873,79902.23502,79891.30015,611.8122236,proR2-bri
1874,79902.25755,79891.40888,612.3259436,proR2-ws
1875,79908.14311,79875.53968,613.7304696,proR2-bkf
1876,79907.70769,79871.53264,615.4257776,proR2-tob
1877,79911.16278,79891.69685,611.7807766,proR2-ri
1878,79921.75588,79894.01639,611.7543936,proR2-ri
1879,79922.00885,79894.15728,612.0878086,proR2-ws
1880,79928.98914,79894.18393,611.6062586,proR2-ri
1881,79938.25137,79896.48752,611.3139026,proR2-ri
1882,79947.59284,79900.68377,611.1143956,proR2-ri
1883,79955.97082,79905.25783,610.7757256,proR2-eri
1884,79956.91227,79903.55819,611.9205566,proR2-ws
1885,79962.24593,79909.42783,610.4597716,proR2-thw
1886,79966.62608,79912.85587,610.1988976,proR2-thw
1887,79973.24081,79919.24521,609.8129616,proR2-bpo
1888,79972.79742,79919.18851,611.8128036,proR2-ws
1889,79977.4754,79922.62655,609.4920856,proR2-po
1890,79982.99528,79932.25816,609.4544826,proR2-po
1891,79988.04667,79941.63995,609.4708386,proR2-po
1892,79992.54011,79949.38823,608.6375526,proR2-po
1893,79997.29806,79956.70864,608.7388646,proR2-po
1894,80001.94787,79962.70125,608.0394376,proR2-po
1895,80004.96557,79967.56992,608.0943706,proR2-po
1896,80007.81092,79972.21129,607.8439306,proR2-po
1897,80010.73888,79976.36622,607.9192186,proR2-po
1898,80014.94198,79979.99737,607.5995756,proR2-po
1899,80019.07869,79983.53157,607.7868026,proR2-po
1900,80024.3412,79987.92429,607.3519886,proR2-po
1901,80027.79493,79992.24083,607.6175576,proR2-po
1902,80031.53237,79997.65906,608.1439396,proR2-po
1903,80038.54722,80002.14914,608.6419936,proR2-po
1904,80049.20167,80009.75386,609.3295866,proR2-po
1905,80058.09063,80019.22729,609.8968376,proR2-po
1906,80065.07728,80024.87196,610.4584716,proR2-epo
1907,80064.87072,80025.12591,611.7451466,proR2-ws
1908,80076.30746,80035.19172,611.0852236,proR2-thw
1909,80086.33518,80048.55922,611.0806796,proR2-thw
1910,80093.07613,80062.6757,610.9263396,proR2-thw
1911,80099.52807,80072.74509,610.8154336,proR2-thw
1912,80116.30597,80079.76404,610.8131476,proR2-thw
1913,80127.21737,80085.77248,610.7164156,proR2-bri
1914,80127.91481,80084.81495,611.6468756,proR2-ws
1915,80144.82542,80063.25016,612.6080226,proR2-bkf
1916,80144.99244,80063.24193,614.2804846,proR2-tob
1917,80134.44101,80088.60364,610.5786076,proR2-ri
1918,80141.99976,80092.6343,610.6805266,proR2-ri
1919,80146.14545,80093.65878,610.6206496,proR2-ri
1920,80144.96098,80093.40315,611.5232446,proR2-ws
1921,80149.79118,80097.06718,610.2612046,proR2-ri
1922,80149.66369,80096.04148,611.1586786,proR2-ws
1923,80156.40503,80099.80319,610.1113136,proR2-ri
1924,80166.79853,80108.85226,609.8347906,proR2-ri
1925,80174.64421,80114.35059,609.9222836,proR2-ri
1926,80184.62788,80118.41158,610.1692036,proR2-ri
1927,80185.42759,80118.75199,610.8555946,proR2-ws
1928,80194.87931,80123.00867,610.0065716,proR2-ri
1929,80202.91654,80128.15335,609.8116996,proR2-ri
1930,80206.24454,80129.66009,610.7032276,proR2-ws
1931,80210.11705,80132.01363,609.7737196,proR2-ri
1932,80209.91891,80131.75433,610.5900946,proR2-ws
1933,80221.69002,80140.55776,609.6036276,proR2-eri
1934,80221.92206,80141.42242,610.6142306,proR2-ws
1935,80242.17529,80155.20545,609.4579766,proR2-thw
1936,80254.65899,80164.24425,610.0013266,proR2-thw
1937,80263.62866,80174.10459,609.5306016,proR2-thw
1938,80268.917,80183.634,608.5707036,proR2-bpo
1939,80269.17817,80183.00404,610.4849266,proR2-ws
1940,80277.24578,80186.83471,608.4668186,proR2-po
1941,80286.18669,80189.15175,607.8247946,proR2-po
1942,80293.14087,80190.36605,607.6609736,proR2-po
1943,80299.26549,80188.76178,607.9444326,proR2-po
1944,80304.79419,80189.45551,607.2829876,proR2-po
1945,80315.83811,80187.64296,607.2758426,proR2-po
1946,80324.00815,80188.77094,607.3631616,proR2-po
1947,80328.38465,80189.32576,607.0839116,proR2-po
1948,80333.91541,80189.57277,606.7059686,proR2-po
1949,80340.14564,80189.91291,606.2401046,proR2-po
1950,80344.98226,80192.4554,605.9663866,proR2-po
1951,80350.15863,80193.48866,605.8747596,proR2-po
1952,80357.41157,80194.79762,606.5180696,proR2-po
1953,80368.82606,80193.20957,607.8943726,proR2-po
1954,80380.16672,80197.25402,608.9721246,proR2-po
1955,80387.85614,80196.56755,609.0910006,proR2-po
1956,80387.93338,80196.44362,610.3516206,proR2-ws
1957,80401.85659,80202.08859,609.3907726,proR2-thw
1958,80414.27276,80207.5254,609.6552186,proR2-thw
1959,80423.70807,80213.19583,609.7214996,proR2-thw
1960,80489.48969,80248.75341,610.2625166,env1960
1961,80435.46758,80208.23255,609.6329676,proR2-thw
1962,80445.72823,80210.1947,609.8818266,proR2-thw
1963,80453.10469,80213.1077,609.4663636,proR2-thw
1964,80457.59326,80215.67812,609.6263206,proR2-thw
1965,80457.94279,80214.2421,610.2440926,proR2-ws
1966,80469.58286,80191.94191,610.8639816,proR2-bkf
1967,80472.40143,80187.69865,611.3229276,proR2-tob
1968,80461.67292,80217.2218,609.4967886,proR2-ri
1969,80470.48228,80219.60009,609.4547026,proR2-ri
1970,80477.20337,80222.55104,609.4895776,proR2-ri
1971,80481.50383,80223.91797,609.3483736,proR2-ri-xsr
1972,80495.67898,80195.62439,611.5836736,xsR2ri-lbp
1973,80495.55416,80195.61349,611.4284656,xsR2ri
1974,80493.68959,80199.22224,611.4304066,xsR2ri
1975,80492.11014,80202.88894,611.1764996,xsR2ri
1976,80491.23584,80205.09391,610.9129866,xsR2ri
1977,80490.31097,80206.2072,610.8499926,xsR2ri
1978,80489.74797,80207.36272,610.5991686,xsR2ri
1979,80488.57055,80208.60995,610.4340836,xsR2ri
1980,80488.21254,80209.50146,610.0681716,xsR2ri-ws
1981,80487.35589,80211.77753,609.8443846,xsR2ri
1982,80486.01434,80213.96371,609.6439616,xsR2ri
1983,80484.47937,80216.99584,609.4838006,xsR2ri
1984,80483.1463,80220.28586,609.4611116,xsR2ri
1985,80481.66307,80223.74502,609.3904766,xsR2ri
1986,80479.68662,80227.0745,609.5195016,xsR2ri
1987,80477.52011,80230.86387,609.5582406,xsR2ri
1988,80476.10486,80234.36067,609.6657776,xsR2ri
1989,80474.69797,80237.95302,609.8103126,xsR2ri
1990,80473.30066,80240.79764,609.9503096,xsR2ri
1991,80471.75419,80243.6373,610.2046776,xsR2ri
1992,80471.17005,80244.80269,610.3471526,xsR2ri
1993,80470.32655,80246.32451,610.5611386,xsR2ri
1994,80470.09172,80247.4186,611.0911846,xsR2ri
1995,80469.71108,80248.97156,611.3665456,xsR2ri
1996,80467.22309,80251.61602,611.6234626,xsR2ri
1997,80466.46328,80254.02492,611.9486316,xsR2ri
1998,80465.61181,80256.00047,612.6967596,xsR2ri
1999,80464.35635,80257.93308,613.2082156,xsR2ri
2000,80463.37574,80259.34818,613.4474456,xsR2ri
2001,80462.49676,80261.2901,613.4051506,xsR2ri
2002,80461.58534,80262.80749,613.5644626,xsR2ri
2003,80461.46082,80262.92016,613.8496406,xsR2ri-rbp
2004,80484.13078,80226.08065,609.4477036,proR2-ri
2005,80491.88626,80227.71632,609.3374186,proR2-ri
2006,80497.90957,80229.63012,609.2262346,proR2-ri
2007,80502.68066,80231.095,609.1660056,proR2-ri
2008,80506.76274,80231.94455,609.1899766,proR2-ri
2009,80510.72091,80232.2731,609.2354846,proR2-ri
2010,80510.60778,80232.46469,609.7855446,proR2-ws
2011,80516.7542,80233.54857,608.9464596,proR2-ri
2012,80524.07374,80237.04363,608.8874166,proR2-ri
2013,80535.25818,80238.34318,608.4972386,proR2-eri
2014,80535.2038,80238.37932,609.7372966,proR2-ws
2015,80542.34312,80239.94568,608.4160686,proR2-thw
2016,80551.40005,80242.25489,608.4420936,proR2-ri
2017,80561.9661,80246.07228,608.4648666,proR2-ri
2018,80570.02084,80248.96857,608.6642556,proR2-ri
2019,80577.20909,80251.45182,608.8277006,proR2-ri
2020,80584.84584,80253.64563,608.5477556,proR2-ri
2021,80591.51722,80255.78403,608.6255456,proR2-ri
2022,80591.19207,80255.72695,609.7768536,proR2-ws
2023,80600.89687,80257.68934,608.8481786,proR2-ri
2024,80607.64913,80260.25061,608.6753566,proR2-ri
2025,80614.36843,80263.76901,608.7044606,proR2-ri
2026,80620.27968,80267.51127,608.6724156,proR2-ri
2027,80625.36823,80271.51476,608.5943366,proR2-eri-bpo
2028,80625.12905,80271.47605,609.3003996,proR2-ws
2029,80627.71597,80275.01251,607.6223096,proR2-po
2030,80631.35171,80275.35918,607.6474276,proR2-po
2031,80636.03846,80274.76836,607.2984846,proR2-po
2032,80640.1696,80273.82823,607.1613836,proR2-po
2033,80644.56064,80271.60704,606.6271016,proR2-po
2034,80648.49303,80270.0381,606.7620746,proR2-po
2035,80651.31987,80267.21792,606.3891606,proR2-po
2036,80654.42043,80265.88146,606.1628486,proR2-po
2037,80660.81752,80261.09035,606.1678096,proR2-po-xsp
2038,80651.75419,80245.06567,609.4455966,env2038
2039,80610.69773,80154.28934,611.3249576,xsR2po-lbp
2040,80610.79213,80154.2942,611.1003616,xsR2po
2041,80611.84615,80156.11857,610.8809116,xsR2po
2042,80612.75075,80158.72605,610.9093846,xsR2po
2043,80614.65512,80162.7886,610.8815836,xsR2po
2044,80616.8808,80167.36906,610.7463296,xsR2po
2045,80618.70128,80171.06614,610.9098576,xsR2po
2046,80620.33599,80174.25909,610.6729776,xsR2po
2047,80621.82003,80177.08689,610.5590486,xsR2po
2048,80623.26721,80180.49393,610.7690986,xsR2po
2049,80625.06281,80184.7739,610.7361906,xsR2po
2050,80626.96059,80188.54325,610.6266346,xsR2po
2051,80628.93247,80193.32796,610.9023386,xsR2po
2052,80631.15516,80197.53994,611.2007606,xsR2po
2053,80633.14757,80201.78935,610.9835486,xsR2po
2054,80634.80359,80205.2608,610.8321976,xsR2po
2055,80636.07467,80208.06115,610.7310586,xsR2po
2056,80637.73276,80211.88617,610.9222086,xsR2po
2057,80639.85651,80216.41871,610.9204806,xsR2po
2058,80641.77142,80220.51347,610.8673156,xsR2po
2059,80643.89678,80225.08861,610.9617856,xsR2po
2060,80644.85357,80227.00022,610.9784276,xsR2po
2061,80645.41648,80228.58948,611.3038486,xsR2po
2062,80646.14883,80230.21385,611.6431386,xsR2po
2063,80646.88536,80232.36092,611.9340136,xsR2po
2064,80647.45974,80234.00486,611.8609326,xsR2po
2065,80648.30232,80235.97535,611.2939416,xsR2po
2066,80649.45814,80237.67673,610.6103626,xsR2po
2067,80650.5162,80239.12675,610.2097476,xsR2po
2068,80651.40137,80240.54957,609.8070656,xsR2po
2069,80653.63533,80241.83881,609.5983976,xsR2po
2070,80654.60048,80243.39205,609.3739206,xsR2po
2071,80654.90648,80245.39968,609.3098966,xsR2po
2072,80654.69356,80246.22473,609.3143556,xsR2po-ws
2073,80654.71027,80248.4811,609.0507766,xsR2po
2074,80655.94976,80251.49614,608.9717906,xsR2po
2075,80657.11357,80253.76718,608.9172836,xsR2po
2076,80658.0213,80255.6144,608.3922226,xsR2po
2077,80658.69327,80257.14448,607.6688386,xsR2po
2078,80660.09175,80258.11432,606.8701796,xsR2po
2079,80660.73542,80259.15042,606.1791376,xsR2po
2080,80659.71763,80260.52691,606.1491906,xsR2po
2081,80660.59306,80261.237,605.9290286,xsR2po
2082,80661.97956,80262.38936,606.0752876,xsR2po
2083,80662.55805,80264.02458,606.3722166,xsR2po
2084,80662.62685,80266.16118,608.1219876,xsR2po
2085,80663.51605,80266.85817,608.8386856,xsR2po
2086,80664.17705,80268.47512,609.1796986,xsR2po
2087,80664.62677,80269.27067,610.4145236,xsR2po
2088,80665.73586,80271.15901,611.3034666,xsR2po
2089,80666.82636,80272.87852,611.6797196,xsR2po
2090,80668.11238,80276.81914,612.3110836,xsR2po
2091,80668.19911,80276.94155,612.6134246,xsR2po-rbp
2092,80663.76133,80258.63979,606.6996656,proR2-po
2093,80668.88086,80256.7711,606.3900246,proR2-po
2094,80668.84791,80256.95017,609.2558496,proR2-ws
2095,80672.96297,80254.51139,606.4205966,proR2-po
2096,80680.68355,80246.97519,607.3955976,proR2-po
2097,80684.45013,80242.91663,607.9448726,proR2-epo
2098,80684.54883,80243.2435,609.2741026,proR2-ws
2099,80686.60287,80239.61112,608.2556346,proR2-thw
2100,80686.79212,80235.81917,608.3537966,proR2-bri
2101,80686.06936,80235.63483,609.1868496,proR2-ws
2102,80673.2265,80214.49637,610.2353066,proR2-bkf
2103,80692.40149,80226.23567,607.9019046,proR2-ri
2104,80700.56097,80215.26514,608.0428266,proR2-ri
2105,80706.51286,80208.0091,607.8228306,proR2-ri
2106,80715.79891,80204.99775,607.6762726,proR2-ri
2107,80722.018,80202.06467,607.4050186,proR2-eri
2108,80722.02451,80201.83089,609.0321966,proR2-ws
2109,80728.79786,80196.52107,607.4414516,proR2-thw
2110,80735.42733,80192.06977,607.6208796,proR2-thw
2111,80742.59392,80188.42699,607.8837756,proR2-thw
2112,80749.87627,80182.01199,608.0801186,proR2-thw
2113,80756.00357,80176.99256,608.2525696,proR2-thw_bri
2114,80756.02753,80176.9762,609.0535786,proR2-ws
2115,80742.98019,80139.4281,609.7626586,proR2-bkf
2116,80742.32771,80139.94383,612.5355516,proR2-tob
2117,80713.68587,80154.97705,610.3464386,R2epin
